Account No,Organisation,City,Country,Region,Access,C40,Reporting year,Risks to city’s water supply,​Timescale,Magnitude,Risk description,Current population,Population year,City location,Country location
3422,Greater London Authority,London ,United Kingdom,Europe,Public,C40,2017,Other ,Current,Serious,"Changes to the seasonality of rainfall is likely to mean that London water supply/demand balance will become increasingly precarious, requiring the imposition of more frequent and longer-lasting water restrictions. For example, in early 2012 London experienced a drought. By the spring there were water use restrictions, which ended during the summer with very wet weather. London's population is forecast to grow by approx 3 million more people by 2050. This will increase demand over a period which we need to reduce abstraction, resulting in a projected net deficit of 520m litres per day if no action is taken. The Mayor is working with London's 4 water companies to identify supply and demand management measures to manage the deficit.",8600000,2015,"(51.504858, -0.078689)","(55.378051, -3.435973)"
3422,Greater London Authority,London ,United Kingdom,Europe,Public,C40,2017,Inadequate or aging infrastructure,Current,Serious,Half of London's water mains pipe infrastructure is over 100 years old and a third is over a 150 years old. London has a high level of leakage with around a quarter of London's water lost. Increased population and heavy rainfall will further burden a drainage system that is in places already at capacity.,8600000,2015,"(51.504858, -0.078689)","(55.378051, -3.435973)"
3422,Greater London Authority,London ,United Kingdom,Europe,Public,C40,2017,Flooding,Current,Serious,"London is vulnerable to tidal, river, surface water, groundwater and sewer flooding. Whilst the risk of tidal flooding is very low, 14,000 properties are at high risk (0.33% annual probability) of fluvial flooding and 140,000 properties are at high risk of surface water flooding. London has experienced localised flooding in 2000, 01, 03, 06, 07, 14 and 16.",8600000,2015,"(51.504858, -0.078689)","(55.378051, -3.435973)"
31163,Istanbul Metropolitan Municipality,Istanbul ,Turkey,Europe,Public,C40,2017,Increased water stress or scarcity,Medium-term,Serious,Population growth and prolongation of dry season will create pressure on wetar resources.,14804116,2016,"(41.0082, 28.9784)","(38.963745, 35.243322)"
31163,Istanbul Metropolitan Municipality,Istanbul ,Turkey,Europe,Public,C40,2017,Flooding,Medium-term,Less serious,Anticipated heavy rains will cause flooding.,14804116,2016,"(41.0082, 28.9784)","(38.963745, 35.243322)"
31163,Istanbul Metropolitan Municipality,Istanbul ,Turkey,Europe,Public,C40,2017,Higher water prices,Long-term,Less serious,Pressures on water resources are expected to increase water prices.,14804116,2016,"(41.0082, 28.9784)","(38.963745, 35.243322)"
13067,City of New Orleans,New Orleans,USA,North America,Public,C40,2017,Other,Short-term,Serious,The City experiences a great deal of subsidence and is already largely below sea level. All water must be pumped and therefore flooding is a risk continuously managed.,391495,2017,"(29.9511, -90.0715)","(37.09024, -95.712891)"
13067,City of New Orleans,New Orleans,USA,North America,Public,C40,2017,Inadequate or aging infrastructure,Long-term,Serious,The city has aging and very energy dependent water infrastructure. It must be continuously maintained and upgraded.,391495,2017,"(29.9511, -90.0715)","(37.09024, -95.712891)"
31159,Alcaldía Metropolitana de Caracas,Caracas,Venezuela,Latin America,Public,C40,2017,Increased water stress or scarcity,Long-term,Serious,"As far as climate change increases temperature, risk of water scarcity will be more evident. Venezuela has very large water supply sources, but these are located far from Caracas. A future scenario of water scarcity will oblige water recycle and the development of new water supply systems.",3518590,2015,"(10.4696404, -66.8037185)","(6.42375, -66.58973)"
31159,Alcaldía Metropolitana de Caracas,Caracas,Venezuela,Latin America,Public,C40,2017,Inadequate or aging infrastructure,Current,Less serious,"Aging infrastructure is already a risk related more to the water treatment plants for drinking water than the aqueduct. This is a risk in common for various cities in Venezuela, and a national plan for infrastructure modernization is being conducted by the national government.",3518590,2015,"(10.4696404, -66.8037185)","(6.42375, -66.58973)"
35893,City of Dar es Salaam,Dar es Salaam,United Republic of Tanzania,Africa,Public,C40,2017,Other,Current,Less serious,Demand is higher than supply,4364541,2012,"(-6.792354, 39.208328)","(-6.369028, 34.888822)"
35893,City of Dar es Salaam,Dar es Salaam,United Republic of Tanzania,Africa,Public,C40,2017,Other,Current,Serious,"Leakage, wastage and contamination of water before reaching consumers",4364541,2012,"(-6.792354, 39.208328)","(-6.369028, 34.888822)"
31158,Hanoi City,Hanoi,Vietnam,South Asia and Oceania,Public,C40,2017,Other,Current,Less serious,,7558965,2015,"(21.0258, 105.814607)","(14.058324, 108.277199)"
31158,Hanoi City,Hanoi,Vietnam,South Asia and Oceania,Public,C40,2017,Other,Current,Less serious,,7558965,2015,"(21.0258, 105.814607)","(14.058324, 108.277199)"
31158,Hanoi City,Hanoi,Vietnam,South Asia and Oceania,Public,C40,2017,Inadequate or aging infrastructure,Current,Serious,It happen in rainy season in the places which the drainage system is not good or overload,7558965,2015,"(21.0258, 105.814607)","(14.058324, 108.277199)"
1499,Ajuntament de Barcelona,Barcelona,Spain,Europe,Public,C40,2017,Increased water stress or scarcity,Current,Extremely serious,"The downscaling of the climate projections at a local scale developed under the Resilience and Adaptation Plan show that the rainfall reduction can be of 14% per annum in 2100 (RCP 4.5) or 26% (RCP 8.5). Referring to the temperature, it can increase 1.7ºC in 2100 (RCP 4.5) or 3ºC (RCP 8.5). We expect heat waves.",1608746,2016,"(41.382271, 2.177506)","(40.463667, -3.74922)"
1499,Ajuntament de Barcelona,Barcelona,Spain,Europe,Public,C40,2017,Declining water quality,Medium-term,Less serious,"A reduction in water resources availability  can also lead to a deterioration of its quality, for  a lower dilution of pollutants effect and / or higher salt intrusion in coastal aquifers duethe increase in sea level (European Environment Agency , 2007) , and this in turn can lead to adifficulties and costs to ensure greater quality urban supplies.The downscaling of the climate projections at a local scale developed under the Resilience and Adaptation Plan show that the rainfall’s  intensity will be increased. It can cause dysfunctions in the drainage system and direct discharges to the sea and affect the sea wàter quality.  In addition, the increase in sea level can cause dysfunctions in the overflows too.",1608746,2016,"(41.382271, 2.177506)","(40.463667, -3.74922)"
1499,Ajuntament de Barcelona,Barcelona,Spain,Europe,Public,C40,2017,Flooding,Current,Less serious,"In terms of water supply, rivers floods could affect water catchment facilities. Inside the city, Barcelona could be affected by floods because of lack of drainage capacity in some critical points in lower zones of the city.The downscaling of the climate projections at a local scale developed under the Resilience and Adaptation Plan show that it is expected a Increased rainfall intensity and concentration of extreme events.",1608746,2016,"(41.382271, 2.177506)","(40.463667, -3.74922)"
31149,City of Athens,Athens,Greece,Europe,Public,C40,2017,Increased water stress or scarcity,Medium-term,Serious,"According to studies, the overall amount of annual rainfall will decrease, meaning that there will be increased stress to the water recipients that provide Athens with water. Drought phenomena will be more frequent due to this change.",664046,2011,"(37.98381, 23.727539)","(39.074208, 21.824312)"
31149,City of Athens,Athens,Greece,Europe,Public,C40,2017,Flooding,Medium-term,Serious,"Although the annual rainfall is expected to decrease, the days with increased intense rainfall will be more frequent. As a result, there are areas within the City of Athens that will face flood incidents. These need to be dealt with respective measures.",664046,2011,"(37.98381, 23.727539)","(39.074208, 21.824312)"
35858,City of Cape Town,Cape Town,South Africa,Africa,Public,C40,2017,Increased water stress or scarcity,Current,Extremely serious,"The City has generally been able to successfully manage and reduce demand growth, however Cape Town is currently suffering from a drought lasting several years (currently in year 3) which has severely impacted on the City's water storage. Stringent level 3b water restrictions have been put in place to reduce demand further. It is anticipated that in the longer term, water demand will continue to grow and place stress on the supply system. The City is currently conducting cooperative planning with the national Department of Water and Sanitation to ensure that additional water supply infrastructure is constructed to avoid a long-term water deficit in the region. Climate change is expected to change rainfall patterns, and this has been included as a scenario in the planning for future infrastructure. Climate change is expected to reduce rainfall, increase evaporation and increase demand due to increased temperature. The region is known to experience droughts and climate change is likely to make these more intense and frequent.",4012441,2016,"(-33.9253, 18.4239)","(-30.559482, 22.937506)"
35858,City of Cape Town,Cape Town,South Africa,Africa,Public,C40,2017,Increased water stress or scarcity,Current,Extremely serious,(Item is copied multiple  times in order that the table in Q9.1 can reflect multiple adaptation actions undertaken  for the water scarcity risks),4012441,2016,"(-33.9253, 18.4239)","(-30.559482, 22.937506)"
35858,City of Cape Town,Cape Town,South Africa,Africa,Public,C40,2017,Increased water stress or scarcity,Current,Extremely serious,(Item is copied multiple  times in order that the table in Q9.1 can reflect multiple adaptation actions undertaken  for the water scarcity risks),4012441,2016,"(-33.9253, 18.4239)","(-30.559482, 22.937506)"
35858,City of Cape Town,Cape Town,South Africa,Africa,Public,C40,2017,Increased water stress or scarcity,Current,Extremely serious,(Item is copied multiple  times in order that the table in Q9.1 can reflect multiple adaptation actions undertaken  for the water scarcity risks),4012441,2016,"(-33.9253, 18.4239)","(-30.559482, 22.937506)"
35858,City of Cape Town,Cape Town,South Africa,Africa,Public,C40,2017,Increased water stress or scarcity,Current,Extremely serious,(Item is copied multiple  times in order that the table in Q 9.1 can reflect multiple adaptation actions undertaken  for the water scarcity risks),4012441,2016,"(-33.9253, 18.4239)","(-30.559482, 22.937506)"
35863,City of Durban,Durban,South Africa,Africa,Public,C40,2017,Inadequate or aging infrastructure,Long-term,Serious,Vulnerability of the Central Sewage Treatment Works.,3700000,2016,"(-29.8586804, 31.0218404)","(-30.559482, 22.937506)"
35863,City of Durban,Durban,South Africa,Africa,Public,C40,2017,Inadequate or aging infrastructure,,Serious,aging infrastructure and a growing population requiring servicing mean that wastewater incursions into water supply are becoming more frequent with serious water quality impacts.,3700000,2016,"(-29.8586804, 31.0218404)","(-30.559482, 22.937506)"
